city_id,city_name_cn,province_name,metric_year,statutory_debt_balance_100m,source_doc_id,source_url,evidence_excerpt,source_grade,value_origin,table_name,document_title,publisher,publication_date,period_end,source_note
CN-340700,铜陵市,安徽省,2019,207.7,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2019年柱按纵轴刻度估读约207.7亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2019-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-340700,铜陵市,安徽省,2020,250.0,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2020年柱按纵轴刻度估读约250.0亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2020-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-340700,铜陵市,安徽省,2021,307.7,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2021年柱按纵轴刻度估读约307.7亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2021-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-340700,铜陵市,安徽省,2022,380.0,SRC-SECONDARY-RATING-ANHUI-2022-CITY-CHART,https://finance.sina.com.cn/money/bond/2023-11-17/doc-imzuxmnn5599080.shtml,新世纪评级区域研究图18：铜陵市2022年末政府债务余额380.0亿元；图18按纵轴刻度估读,B2,chart_digitized,图18 2022年（末）安徽省各地级市政府债务规模及相关指标对比,安徽省及下辖各市经济财政实力与债务研究,新世纪评级公共融资部,2023-11-17,2022-12-31,图表估读值与正文明确值混合；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-340800,安庆市,安徽省,2019,519.2,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2019年柱按纵轴刻度估读约519.2亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2019-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-340800,安庆市,安徽省,2020,592.3,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2020年柱按纵轴刻度估读约592.3亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2020-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-340800,安庆市,安徽省,2021,688.5,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2021年柱按纵轴刻度估读约688.5亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2021-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-340800,安庆市,安徽省,2022,765.0,SRC-SECONDARY-RATING-ANHUI-2022-CITY-CHART,https://finance.sina.com.cn/money/bond/2023-11-17/doc-imzuxmnn5599080.shtml,新世纪评级区域研究图18：安庆市2022年末政府债务余额765.0亿元；图18按纵轴刻度估读,B2,chart_digitized,图18 2022年（末）安徽省各地级市政府债务规模及相关指标对比,安徽省及下辖各市经济财政实力与债务研究,新世纪评级公共融资部,2023-11-17,2022-12-31,图表估读值与正文明确值混合；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341000,黄山市,安徽省,2019,242.3,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2019年柱按纵轴刻度估读约242.3亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2019-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341000,黄山市,安徽省,2020,246.2,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2020年柱按纵轴刻度估读约246.2亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2020-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341000,黄山市,安徽省,2021,280.8,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2021年柱按纵轴刻度估读约280.8亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2021-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341000,黄山市,安徽省,2022,345.0,SRC-SECONDARY-RATING-ANHUI-2022-CITY-CHART,https://finance.sina.com.cn/money/bond/2023-11-17/doc-imzuxmnn5599080.shtml,新世纪评级区域研究图18：黄山市2022年末政府债务余额345.0亿元；图18按纵轴刻度估读,B2,chart_digitized,图18 2022年（末）安徽省各地级市政府债务规模及相关指标对比,安徽省及下辖各市经济财政实力与债务研究,新世纪评级公共融资部,2023-11-17,2022-12-31,图表估读值与正文明确值混合；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341100,滁州市,安徽省,2019,553.8,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2019年柱按纵轴刻度估读约553.8亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2019-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341100,滁州市,安徽省,2020,723.1,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2020年柱按纵轴刻度估读约723.1亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2020-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341100,滁州市,安徽省,2021,861.5,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2021年柱按纵轴刻度估读约861.5亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2021-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341100,滁州市,安徽省,2022,1059.3,SRC-SECONDARY-RATING-ANHUI-2022-CITY-CHART,https://finance.sina.com.cn/money/bond/2023-11-17/doc-imzuxmnn5599080.shtml,新世纪评级区域研究图18：滁州市2022年末政府债务余额1059.3亿元；图18及正文明确值,B2,chart_digitized,图18 2022年（末）安徽省各地级市政府债务规模及相关指标对比,安徽省及下辖各市经济财政实力与债务研究,新世纪评级公共融资部,2023-11-17,2022-12-31,图表估读值与正文明确值混合；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341200,阜阳市,安徽省,2019,946.2,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2019年柱按纵轴刻度估读约946.2亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2019-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341200,阜阳市,安徽省,2020,1126.9,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2020年柱按纵轴刻度估读约1126.9亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2020-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341200,阜阳市,安徽省,2021,1288.5,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2021年柱按纵轴刻度估读约1288.5亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2021-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341200,阜阳市,安徽省,2022,1384.8,SRC-SECONDARY-RATING-ANHUI-2022-CITY-CHART,https://finance.sina.com.cn/money/bond/2023-11-17/doc-imzuxmnn5599080.shtml,新世纪评级区域研究图18：阜阳市2022年末政府债务余额1384.8亿元；图18及正文明确值,B2,chart_digitized,图18 2022年（末）安徽省各地级市政府债务规模及相关指标对比,安徽省及下辖各市经济财政实力与债务研究,新世纪评级公共融资部,2023-11-17,2022-12-31,图表估读值与正文明确值混合；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341300,宿州市,安徽省,2019,461.5,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2019年柱按纵轴刻度估读约461.5亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2019-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341300,宿州市,安徽省,2020,561.5,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2020年柱按纵轴刻度估读约561.5亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2020-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341300,宿州市,安徽省,2021,657.7,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2021年柱按纵轴刻度估读约657.7亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2021-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341300,宿州市,安徽省,2022,765.0,SRC-SECONDARY-RATING-ANHUI-2022-CITY-CHART,https://finance.sina.com.cn/money/bond/2023-11-17/doc-imzuxmnn5599080.shtml,新世纪评级区域研究图18：宿州市2022年末政府债务余额765.0亿元；图18按纵轴刻度估读,B2,chart_digitized,图18 2022年（末）安徽省各地级市政府债务规模及相关指标对比,安徽省及下辖各市经济财政实力与债务研究,新世纪评级公共融资部,2023-11-17,2022-12-31,图表估读值与正文明确值混合；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341500,六安市,安徽省,2019,584.6,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2019年柱按纵轴刻度估读约584.6亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2019-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341500,六安市,安徽省,2020,703.8,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2020年柱按纵轴刻度估读约703.8亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2020-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341500,六安市,安徽省,2021,823.1,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2021年柱按纵轴刻度估读约823.1亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2021-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341500,六安市,安徽省,2022,954.6,SRC-SECONDARY-RATING-ANHUI-2022-CITY-CHART,https://finance.sina.com.cn/money/bond/2023-11-17/doc-imzuxmnn5599080.shtml,新世纪评级区域研究图18：六安市2022年末政府债务余额954.6亿元；图18及正文明确值,B2,chart_digitized,图18 2022年（末）安徽省各地级市政府债务规模及相关指标对比,安徽省及下辖各市经济财政实力与债务研究,新世纪评级公共融资部,2023-11-17,2022-12-31,图表估读值与正文明确值混合；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341600,亳州市,安徽省,2019,526.9,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2019年柱按纵轴刻度估读约526.9亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2019-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341600,亳州市,安徽省,2020,615.4,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2020年柱按纵轴刻度估读约615.4亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2020-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341600,亳州市,安徽省,2021,719.2,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2021年柱按纵轴刻度估读约719.2亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2021-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341600,亳州市,安徽省,2022,830.0,SRC-SECONDARY-RATING-ANHUI-2022-CITY-CHART,https://finance.sina.com.cn/money/bond/2023-11-17/doc-imzuxmnn5599080.shtml,新世纪评级区域研究图18：亳州市2022年末政府债务余额830.0亿元；图18按纵轴刻度估读,B2,chart_digitized,图18 2022年（末）安徽省各地级市政府债务规模及相关指标对比,安徽省及下辖各市经济财政实力与债务研究,新世纪评级公共融资部,2023-11-17,2022-12-31,图表估读值与正文明确值混合；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341700,池州市,安徽省,2019,142.3,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2019年柱按纵轴刻度估读约142.3亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2019-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341700,池州市,安徽省,2020,165.4,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2020年柱按纵轴刻度估读约165.4亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2020-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341700,池州市,安徽省,2021,203.8,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2021年柱按纵轴刻度估读约203.8亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2021-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341700,池州市,安徽省,2022,300.0,SRC-SECONDARY-RATING-ANHUI-2022-CITY-CHART,https://finance.sina.com.cn/money/bond/2023-11-17/doc-imzuxmnn5599080.shtml,新世纪评级区域研究图18：池州市2022年末政府债务余额300.0亿元；图18按纵轴刻度估读,B2,chart_digitized,图18 2022年（末）安徽省各地级市政府债务规模及相关指标对比,安徽省及下辖各市经济财政实力与债务研究,新世纪评级公共融资部,2023-11-17,2022-12-31,图表估读值与正文明确值混合；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341800,宣城市,安徽省,2019,265.4,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2019年柱按纵轴刻度估读约265.4亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2019-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341800,宣城市,安徽省,2020,315.4,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2020年柱按纵轴刻度估读约315.4亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2020-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341800,宣城市,安徽省,2021,365.4,SRC-SECONDARY-RATING-ANHUI-2019-2021,https://www.lhratings.com/file/f2ec9698f85.pdf,联合资信报告图8：2021年柱按纵轴刻度估读约365.4亿元,B2,chart_digitized,图8 2019—2021年底安徽省各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告－安徽篇,联合资信评估股份有限公司,2022-08-01,2021-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-341800,宣城市,安徽省,2022,590.0,SRC-SECONDARY-RATING-ANHUI-2022-CITY-CHART,https://finance.sina.com.cn/money/bond/2023-11-17/doc-imzuxmnn5599080.shtml,新世纪评级区域研究图18：宣城市2022年末政府债务余额590.0亿元；图18按纵轴刻度估读,B2,chart_digitized,图18 2022年（末）安徽省各地级市政府债务规模及相关指标对比,安徽省及下辖各市经济财政实力与债务研究,新世纪评级公共融资部,2023-11-17,2022-12-31,图表估读值与正文明确值混合；仅作阶段性补缺，待安徽省及各市财政厅/人大决算附件复核。
CN-370100,济南市,山东省,2018,1179.5,SRC-SECONDARY-SHANDONG-2018-CITY-TABLE,https://finance.sina.cn/bond/zsyj/2019-04-16/detail-ihvhiewr6332368.d.html?source=bdquote,公开文章图表：济南市2018年政府债务余额标签直接转录为1179.5亿元,B2,chart_digitized,2018年山东省各地级市政府债务余额图表,山东48个区县2018年经济财政数据大盘点,公开研究资料整理,2019-04-16,2018-12-31,图表标签可读值，非财政厅原始表格；莱芜未列示不作推算，待山东省财政厅历史年度分地区债务表复核。
CN-370100,济南市,山东省,2019,1283.8,SRC-SECONDARY-RATING-SHANDONG-2019-2021,https://www.lhratings.com/file/f2b0a456299.pdf?download=1,联合资信报告图2.4：济南市2019年蓝柱按纵轴刻度估读约1283.8亿元,B2,chart_digitized,图2.4 2019—2021年末山东各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告——山东篇,联合资信评估股份有限公司,2022-09-26,2019-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待山东省及各市财政厅/人大决算附件复核。
CN-370100,济南市,山东省,2020,2108.3,SRC-SECONDARY-RATING-SHANDONG-2019-2021,https://www.lhratings.com/file/f2b0a456299.pdf?download=1,联合资信报告图2.4：济南市2020年红柱按纵轴刻度估读约2108.3亿元,B2,chart_digitized,图2.4 2019—2021年末山东各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告——山东篇,联合资信评估股份有限公司,2022-09-26,2020-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待山东省及各市财政厅/人大决算附件复核。
CN-370100,济南市,山东省,2022,2661.0,SRC-SECONDARY-SHANDONG-2022-CITY-TABLE,https://finance.sina.com.cn/money/bond/2023-04-11/doc-imypzekh7463233.shtml,公开表2：济南市2022年地方政府债务余额为2661.0亿元；表格数值标签直接转录,B2,chart_digitized,表2 山东省各地级市债务情况（按2022年地方政府债务余额降序排列）,山东82个区县2022年经济财政债务大盘点,广发证券发展研究中心等公开研究资料整理,2023-04-11,2022-12-31,公开城市表格标签直接转录；仅作阶段性补缺，待山东省财政厅/各市财政决算附件复核。
CN-370300,淄博市,山东省,2018,568.0,SRC-SECONDARY-SHANDONG-2018-CITY-TABLE,https://finance.sina.cn/bond/zsyj/2019-04-16/detail-ihvhiewr6332368.d.html?source=bdquote,公开文章图表：淄博市2018年政府债务余额标签直接转录为568.0亿元,B2,chart_digitized,2018年山东省各地级市政府债务余额图表,山东48个区县2018年经济财政数据大盘点,公开研究资料整理,2019-04-16,2018-12-31,图表标签可读值，非财政厅原始表格；莱芜未列示不作推算，待山东省财政厅历史年度分地区债务表复核。
CN-370300,淄博市,山东省,2019,628.5,SRC-SECONDARY-RATING-SHANDONG-2019-2021,https://www.lhratings.com/file/f2b0a456299.pdf?download=1,联合资信报告图2.4：淄博市2019年蓝柱按纵轴刻度估读约628.5亿元,B2,chart_digitized,图2.4 2019—2021年末山东各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告——山东篇,联合资信评估股份有限公司,2022-09-26,2019-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待山东省及各市财政厅/人大决算附件复核。
CN-370300,淄博市,山东省,2020,770.6,SRC-SECONDARY-RATING-SHANDONG-2019-2021,https://www.lhratings.com/file/f2b0a456299.pdf?download=1,联合资信报告图2.4：淄博市2020年红柱按纵轴刻度估读约770.6亿元,B2,chart_digitized,图2.4 2019—2021年末山东各地级市政府债务余额情况,地方政府与城投企业债务风险研究报告——山东篇,联合资信评估股份有限公司,2022-09-26,2020-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待山东省及各市财政厅/人大决算附件复核。
CN-370300,淄博市,山东省,2022,1312.0,SRC-SECONDARY-SHANDONG-2022-CITY-TABLE,https://finance.sina.com.cn/money/bond/2023-04-11/doc-imypzekh7463233.shtml,公开表2：淄博市2022年地方政府债务余额为1312.0亿元；表格数值标签直接转录,B2,chart_digitized,表2 山东省各地级市债务情况（按2022年地方政府债务余额降序排列）,山东82个区县2022年经济财政债务大盘点,广发证券发展研究中心等公开研究资料整理,2023-04-11,2022-12-31,公开城市表格标签直接转录；仅作阶段性补缺，待山东省财政厅/各市财政决算附件复核。
CN-370400,枣庄市,山东省,2018,371.3,SRC-SECONDARY-SHANDONG-2018-CITY-TABLE,https://finance.sina.cn/bond/zsyj/2019-04-16/detail-ihvhiewr6332368.d.html?source=bdquote,公开文章图表：枣庄市2018年政府债务余额标签直接转录为371.3亿元,B2,chart_digitized,2018年山东省各地级市政府债务余额图表,山东48个区县2018年经济财政数据大盘点,公开研究资料整理,2019-04-16,2018-12-31,图表标签可读值，非财政厅原始表格；莱芜未列示不作推算，待山东省财政厅历史年度分地区债务表复核。
CN-370400,枣庄市,山东省,2019,413.7,SRC-SECONDARY-RATING-SHANDONG-2019-2021,https://www.lhratings.com/file/f2b0a456299.pdf?download=1,联合资信报告图2.4：枣庄市2019年蓝柱按纵轴刻度估读约413.7亿元,B2,chart_digitized,图2.4 2019—2021年末山东各地级市政府债务余额情况,联合资信评估股份有限公司,2022-09-26,2019-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待山东省及各市财政厅/人大决算附件复核。,
CN-370400,枣庄市,山东省,2020,489.9,SRC-SECONDARY-RATING-SHANDONG-2019-2021,https://www.lhratings.com/file/f2b0a456299.pdf?download=1,联合资信报告图2.4：枣庄市2020年红柱按纵轴刻度估读约489.9亿元,B2,chart_digitized,图2.4 2019—2021年末山东各地级市政府债务余额情况,联合资信评估股份有限公司,2022-09-26,2020-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待山东省及各市财政厅/人大决算附件复核。,
CN-370400,枣庄市,山东省,2022,653.0,SRC-SECONDARY-SHANDONG-2022-CITY-TABLE,https://finance.sina.com.cn/money/bond/2023-04-11/doc-imypzekh7463233.shtml,公开表2：枣庄市2022年地方政府债务余额为653.0亿元；表格数值标签直接转录,B2,chart_digitized,表2 山东省各地级市债务情况（按2022年地方政府债务余额降序排列）,山东82个区县2022年经济财政债务大盘点,广发证券发展研究中心等公开研究资料整理,2023-04-11,2022-12-31,公开城市表格标签直接转录；仅作阶段性补缺，待山东省财政厅/各市财政决算附件复核。
CN-370500,东营市,山东省,2018,312.5,SRC-SECONDARY-SHANDONG-2018-CITY-TABLE,https://finance.sina.cn/bond/zsyj/2019-04-16/detail-ihvhiewr6332368.d.html?source=bdquote,公开文章图表：东营市2018年政府债务余额标签直接转录为312.5亿元,B2,chart_digitized,2018年山东省各地级市政府债务余额图表,山东48个区县2018年经济财政数据大盘点,公开研究资料整理,2019-04-16,2018-12-31,图表标签可读值，非财政厅原始表格；莱芜未列示不作推算，待山东省财政厅历史年度分地区债务表复核。
CN-370500,东营市,山东省,2019,353.2,SRC-SECONDARY-RATING-SHANDONG-2019-2021,https://www.lhratings.com/file/f2b0a456299.pdf?download=1,联合资信报告图2.4：东营市2019年蓝柱按纵轴刻度估读约353.2亿元,B2,chart_digitized,图2.4 2019—2021年末山东各地级市政府债务余额情况,联合资信评估股份有限公司,2022-09-26,2019-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待山东省及各市财政厅/人大决算附件复核。,
CN-370500,东营市,山东省,2020,473.4,SRC-SECONDARY-RATING-SHANDONG-2019-2021,https://www.lhratings.com/file/f2b0a456299.pdf?download=1,联合资信报告图2.4：东营市2020年红柱按纵轴刻度估读约473.4亿元,B2,chart_digitized,图2.4 2019—2021年末山东各地级市政府债务余额情况,联合资信评估股份有限公司,2022-09-26,2020-12-31,图表估读值，非表格精确值；仅作阶段性补缺，待山东省及各市财政厅/人大决算附件复核。,
